Order ID,Customer Name,Customer Id,Age,Gender,Category,Sub Category,Region,State,City,Order Date,Time,Payment Method,Sales,Quantity,Discount,Profit,Rating
OD4188,Kumar,21,22,Male,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Dindigul,2018-12-22,14:56:44,Credit card,2142,29,0.13,342.72,6.0
OD4189,Ramesh,27,39,Male,Food Grains,Rice,South,Tamil Nadu,Perambalur,2018-09-09,19:23:12,Ewallet,2217,18,0.13,288.21,4.0
OD4190,Veena,42,40,Female,Snacks,Cookies,South,Tamil Nadu,Chennai,2016-11-05,11:43:02,Cash,571,11,0.21,251.24,10.0
OD4191,Yusuf,50,57,Male,Bakery,Cakes,South,Tamil Nadu,Coimbatore,2017-01-22,15:01:53,Cash,2490,21,0.25,473.1,2.0
OD4192,Aditi,2,23,Female,Beverages,Soft Drinks,South,Tamil Nadu,Virudhunagar,2016-03-21,17:54:43,Credit card,899,33,0.23,143.84,9.0
OD4193,Rumaiza,31,19,Female,Snacks,Noodles,South,Tamil Nadu,Namakkal,2017-09-02,16:16:58,Cash,882,8,0.15,273.42,2.0
OD4194,Vinne,47,48,Female,Food Grains,Organic Staples,South,Tamil Nadu,Tenkasi,2017-10-14,17:34:58,Cash,609,4,0.3,249.69,1.0
OD4195,Veronica,44,26,Female,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Cumbum,2016-12-25,16:58:48,Credit card,1175,11,0.35,493.5,5.0
OD4196,Ridhesh,29,12,Male,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Pudukottai,2018-08-12,09:37:28,Ewallet,2238,15,0.22,537.12,5.0
OD4197,Ram,26,39,Male,Snacks,Noodles,South,Tamil Nadu,Kanyakumari,2017-12-30,10:57:07,Cash,2213,23,0.1,553.25,1.0
OD4198,Ram,26,39,Male,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Kanyakumari,2018-12-03,12:02:28,Credit card,1936,25,0.11,851.84,10.0
OD4199,Shah,33,26,Male,Snacks,Cookies,South,Tamil Nadu,Dindigul,2018-09-09,09:18:35,Ewallet,1293,17,0.34,168.09,5.0
OD4200,Komal,19,54,Female,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Tenkasi,2015-11-15,15:47:38,Cash,1647,48,0.21,625.86,10.0
OD4201,Sudha,38,31,Female,Beverages,Soft Drinks,South,Tamil Nadu,Bodi,2016-09-20,13:40:15,Credit card,893,10,0.23,392.92,1.0
OD4202,Akash,3,36,Male,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Salem,2018-10-03,17:28:28,Cash,2013,34,0.29,845.46,10.0
OD4203,Muneer,24,33,Male,Food Grains,Atta & Flour,South,Tamil Nadu,Cumbum,2018-12-22,09:26:55,Ewallet,1188,8,0.31,522.72,1.0
OD4204,Hafiz,12,48,Male,Snacks,Chocolates,South,Tamil Nadu,Dindigul,2018-11-27,08:06:24,Credit card,923,10,0.16,415.35,9.0
OD4205,Ridhesh,29,12,Male,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Karur,2018-09-13,12:30:20,Cash,652,48,0.26,52.16,3.0
OD4206,Ram,26,39,Male,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Kanyakumari,2016-11-25,14:20:13,Ewallet,1994,35,0.29,777.66,10.0
OD4207,Harish,13,53,Male,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Viluppuram,2018-09-05,13:20:28,Cash,724,21,0.21,202.72,7.0
OD4208,Roshan,30,44,Male,Oil & Masala,Masalas,South,Tamil Nadu,Dharmapuri,2018-08-13,14:30:07,Cash,2486,16,0.34,248.6,10.0
OD4209,Sheeba,35,78,Female,Beverages,Health Drinks,South,Tamil Nadu,Coimbatore,2018-08-13,18:36:01,Cash,2415,0,0.1,917.7,1.0
OD4210,Shree,36,34,Female,Food Grains,Organic Staples,South,Tamil Nadu,Ooty,2015-03-21,08:24:58,Cash,2362,6,0.17,307.06,10.0
OD4211,Ganesh,11,44,Male,Bakery,Cakes,South,Tamil Nadu,Pudukottai,2017-12-31,19:55:27,Cash,1035,1,0.24,196.65,10.0
OD4212,Harish,13,53,Male,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Bodi,2018-11-12,18:48:35,Ewallet,508,28,0.25,101.6,2.0
OD4213,Haseena,14,27,Female,Snacks,Chocolates,South,Tamil Nadu,Tenkasi,2015-12-20,15:44:05,Ewallet,681,11,0.1,286.02,10.0
OD4214,Shree,36,34,Female,Food Grains,Organic Staples,South,Tamil Nadu,Perambalur,2018-09-15,13:43:34,Cash,1413,2,0.1,494.55,10.0
OD4215,Rumaiza,31,19,Female,Beverages,Soft Drinks,South,Tamil Nadu,Krishnagiri,2017-10-08,11:31:28,Credit card,1888,18,0.32,774.08,10.0
OD4216,Hussain,15,18,Male,Bakery,Biscuits,South,Tamil Nadu,Kanyakumari,2017-07-29,12:53:23,Ewallet,1452,7,0.17,304.92,1.0
OD4217,Jackson,16,69,Male,Food Grains,Atta & Flour,South,Tamil Nadu,Perambalur,2018-09-29,09:27:31,Ewallet,1938,5,0.11,639.54,10.0
OD4218,Malik,22,74,Male,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Bodi,2015-09-30,10:20:33,Credit card,734,8,0.27,44.04,10.0
OD4219,Harish,13,53,Male,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Trichy,2016-11-22,12:11:54,Cash,2377,11,0.32,974.57,3.0
OD4220,Shah,33,26,Male,Oil & Masala,Masalas,South,Tamil Nadu,Perambalur,2016-10-10,10:38:28,Cash,2328,7,0.28,675.12,2.0
OD4221,Komal,19,54,Female,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Perambalur,2015-09-19,09:36:37,Ewallet,1452,12,0.16,217.8,10.0
OD4222,Sudeep,37,71,Male,Snacks,Chocolates,South,Tamil Nadu,Ramanadhapuram,2016-11-13,14:18:08,Ewallet,679,2,0.19,244.44,8.0
OD4223,Haseena,14,27,Female,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Vellore,2018-06-03,15:13:06,Cash,1559,10,0.12,249.44,7.0
OD4224,Sheeba,35,78,Female,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Virudhunagar,2015-12-20,19:38:05,Ewallet,2088,8,0.14,375.84,7.0
OD4225,Adavan,1,31,Male,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Bodi,2018-08-13,19:23:41,Cash,2298,21,0.31,873.24,1.0
OD4226,Ganesh,11,44,Male,Bakery,Breads & Buns,South,Tamil Nadu,Cumbum,2018-12-23,18:04:58,Credit card,1736,1,0.29,295.12,2.0
OD4227,Vinne,47,48,Female,Bakery,Cakes,South,Tamil Nadu,Ramanadhapuram,2018-12-22,12:58:34,Credit card,758,33,0.1,234.98,3.0
OD4228,Mathew,23,37,Male,Bakery,Biscuits,South,Tamil Nadu,Tenkasi,2018-11-17,10:41:39,Ewallet,584,24,0.27,52.56,4.0
OD4229,Akash,3,36,Male,Bakery,Biscuits,South,Tamil Nadu,Pudukottai,2018-01-14,18:24:11,Credit card,1707,43,0.29,734.01,10.0
OD4230,Sharon,34,66,Female,Food Grains,Organic Staples,South,Tamil Nadu,Madurai,2017-04-16,14:07:17,Credit card,790,32,0.32,71.1,10.0
OD4231,Vince,46,40,Male,Food Grains,Dals & Pulses,South,Tamil Nadu,Dindigul,2017-11-13,10:40:43,Ewallet,1095,23,0.28,153.3,1.0
OD4232,James,17,33,Male,Bakery,Breads & Buns,South,Tamil Nadu,Tenkasi,2016-10-09,09:30:40,Credit card,1919,4,0.31,230.28,10.0
OD4233,Ramesh,27,39,Male,Fruits & Veggies,Fresh Vegetables,South,Tamil Nadu,Ooty,2018-04-11,10:45:12,Credit card,1149,9,0.21,68.94,10.0
OD4234,Sudeep,37,71,Male,Snacks,Cookies,South,Tamil Nadu,Madurai,2016-01-17,19:48:54,Credit card,1533,27,0.14,76.65,1.0
OD4235,Amy,6,17,Female,Beverages,Health Drinks,South,Tamil Nadu,Karur,2017-09-02,19:13:50,Cash,1970,2,0.14,137.9,4.0
OD4236,Yusuf,50,57,Male,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Virudhunagar,2015-11-03,08:05:52,Credit card,2092,15,0.11,188.28,1.0
OD4237,Sheeba,35,78,Female,Food Grains,Atta & Flour,South,Tamil Nadu,Coimbatore,2016-03-21,14:37:02,Cash,1964,18,0.27,255.32,2.0
OD4238,Vidya,45,39,Female,Fruits & Veggies,Fresh Vegetables,South,Tamil Nadu,Vellore,2015-06-06,19:00:24,Ewallet,2327,2,0.21,814.45,2.0
OD4239,Veena,42,40,Female,Bakery,Cakes,South,Tamil Nadu,Chennai,2018-09-21,10:48:22,Cash,1179,41,0.16,389.07,8.0
OD4240,Veronica,44,26,Female,Beverages,Soft Drinks,South,Tamil Nadu,Theni,2016-12-11,16:28:06,Credit card,2281,21,0.26,433.39,10.0
OD4241,Yadav,49,53,Male,Food Grains,Rice,South,Tamil Nadu,Krishnagiri,2016-10-09,15:58:31,Ewallet,2053,32,0.28,225.83,1.0
OD4242,Vinne,47,48,Female,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Ooty,2016-10-09,19:08:30,Cash,2463,28,0.15,862.05,10.0
OD4243,Arvind,9,46,Male,Oil & Masala,Masalas,South,Tamil Nadu,Madurai,2018-11-03,13:17:06,Cash,761,19,0.23,197.86,10.0
OD4244,Roshan,30,44,Male,Snacks,Chocolates,South,Tamil Nadu,Vellore,2018-02-03,08:38:36,Cash,2183,38,0.17,109.15,4.0
OD4245,Suresh,40,45,Male,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Viluppuram,2017-05-20,08:47:30,Cash,1988,22,0.32,258.44,6.0
OD4246,Ridhesh,29,12,Male,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Vellore,2015-02-02,19:09:51,Cash,525,33,0.27,52.5,10.0
OD4247,Jonas,18,37,Male,Snacks,Noodles,South,Tamil Nadu,Cumbum,2017-09-06,16:31:14,Cash,915,13,0.21,155.55,10.0
OD4248,Malik,22,74,Male,Beverages,Soft Drinks,South,Tamil Nadu,Bodi,2018-11-04,09:22:51,Cash,1875,0,0.33,412.5,2.0
OD4249,Adavan,1,31,Male,Snacks,Cookies,South,Tamil Nadu,Coimbatore,2018-01-14,08:54:55,Cash,770,27,0.22,300.3,2.0
OD4250,Haseena,14,27,Female,Food Grains,Rice,South,Tamil Nadu,Cumbum,2016-11-22,16:01:12,Cash,1931,41,0.34,386.2,4.0
OD4251,Suresh,40,45,Male,Snacks,Cookies,South,Tamil Nadu,Kanyakumari,2016-06-09,14:30:05,Cash,1023,31,0.28,214.83,10.0
OD4252,Amy,6,17,Female,Bakery,Cakes,South,Tamil Nadu,Chennai,2018-01-07,11:13:30,Cash,1654,23,0.22,330.8,1.0
OD4253,Amrish,5,30,Male,Bakery,Biscuits,South,Tamil Nadu,Tenkasi,2018-06-03,08:52:59,Cash,1107,23,0.14,265.68,8.0
OD4254,Ramesh,27,39,Male,"Eggs, Meat & Fish",Mutton,South,Tamil Nadu,Vellore,2016-12-04,16:35:07,Cash,1179,12,0.27,436.23,10.0
OD4255,Arvind,9,46,Male,Fruits & Veggies,Fresh Vegetables,South,Tamil Nadu,Pudukottai,2017-07-29,15:19:24,Credit card,1386,26,0.16,277.2,10.0
OD4256,Harish,13,53,Male,Snacks,Cookies,South,Tamil Nadu,Dindigul,2016-03-21,09:08:21,Cash,624,34,0.11,274.56,8.0
OD4257,Vince,46,40,Male,"Eggs, Meat & Fish",Fish,South,Tamil Nadu,Cumbum,2017-05-29,18:54:53,Ewallet,2224,20,0.15,934.08,4.0
OD4258,Esther,10,62,Male,Beverages,Health Drinks,South,Tamil Nadu,Virudhunagar,2016-11-20,09:15:32,Cash,665,13,0.26,146.3,1.0
OD4259,Ramesh,27,39,Male,Food Grains,Organic Staples,South,Tamil Nadu,Nagercoil,2015-03-22,16:11:06,Ewallet,2173,36,0.26,934.39,3.0
OD4260,Esther,10,62,Male,Snacks,Noodles,South,Tamil Nadu,Krishnagiri,2018-06-11,19:53:38,Cash,1430,18,0.34,143.0,10.0
OD4261,Vince,46,40,Male,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Karur,2016-09-13,10:34:56,Ewallet,1513,4,0.29,453.9,10.0
OD4262,Haseena,14,27,Female,Fruits & Veggies,Organic Fruits,South,Tamil Nadu,Karur,2016-05-20,16:29:29,Ewallet,980,7,0.33,186.2,9.0
OD4263,Amrish,5,30,Male,Snacks,Noodles,South,Tamil Nadu,Trichy,2016-06-09,11:27:05,Credit card,2264,23,0.33,520.72,6.0
OD4264,Ridhesh,29,12,Male,Beverages,Health Drinks,South,Tamil Nadu,Ramanadhapuram,2016-11-20,16:55:15,Cash,1074,11,0.16,289.98,1.0
OD4265,Yusuf,50,57,Male,Oil & Masala,Spices,South,Tamil Nadu,Perambalur,2017-10-28,13:21:15,Ewallet,1754,30,0.34,561.28,1.0
OD4266,Ram,26,39,Male,Food Grains,Dals & Pulses,South,Tamil Nadu,Dindigul,2017-09-02,13:34:36,Cash,1817,12,0.19,763.14,3.0
OD4267,Suresh,40,45,Male,Bakery,Biscuits,South,Tamil Nadu,Virudhunagar,2015-03-22,16:09:41,Ewallet,2264,60,0.21,950.88,1.0
OD4268,Veronica,44,26,Female,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Krishnagiri,2016-12-03,14:50:25,Cash,1196,15,0.32,382.72,9.0
OD4269,Vinne,47,48,Female,"Eggs, Meat & Fish",Eggs,South,Tamil Nadu,Dindigul,2018-01-14,12:09:26,Ewallet,1640,20,0.24,114.8,9.0
OD4270,Jackson,16,69,Male,Fruits & Veggies,Fresh Fruits,South,Tamil Nadu,Kanyakumari,2016-11-13,14:13:12,Ewallet,1960,13,0.1,235.2,3.0
OD4271,Muneer,24,33,Male,Oil & Masala,Edible Oil & Ghee,South,Tamil Nadu,Karur,2018-12-03,13:58:40,Credit card,601,25,0.27,30.05,10.0
OD4272,Arvind,9,46,Male,Beverages,Soft Drinks,South,Tamil Nadu,Trichy,2018-08-13,12:28:56,Ewallet,1094,6,0.11,65.64,5.0
OD4273,Willams,48,24,Male,Fruits & Veggies,Organic Vegetables,South,Tamil Nadu,Ooty,2016-09-20,19:55:33,Cash,642,11,0.22,166.92,8.0
OD4274,Hafiz,12,48,Male,Bakery,Cakes,South,Tamil Nadu,Ramanadhapuram,2017-09-02,15:07:36,Ewallet,1806,20,0.28,505.68,2.0
OD4275,Ravi,28,28,Male,Beverages,Soft Drinks,South,Tamil Nadu,Dindigul,2015-11-03,16:38:12,Cash,585,19,0.33,210.6,8.0
OD4276,Peer,25,51,Female,Bakery,Cakes,South,Tamil Nadu,Madurai,2017-01-08,08:05:12,Cash,1261,12,0.27,75.66,1.0
OD4277,Ridhesh,29,12,Male,Snacks,Cookies,South,Tamil Nadu,Tenkasi,2017-09-22,11:41:38,Credit card,1783,21,0.27,499.24,2.0
OD4278,Shree,36,34,Female,Food Grains,Organic Staples,West,Tamil Nadu,Karur,2018-11-11,17:54:23,Credit card,979,13,0.23,58.74,10.0
OD4279,Anu,7,27,Female,Beverages,Health Drinks,West,Tamil Nadu,Cumbum,2017-05-12,17:23:50,Ewallet,1091,17,0.35,349.12,3.0
OD4280,Sudha,38,31,Female,Bakery,Breads & Buns,West,Tamil Nadu,Chennai,2018-06-15,16:28:00,Cash,850,8,0.14,161.5,10.0
OD4281,Veena,42,40,Female,Bakery,Cakes,West,Tamil Nadu,Dharmapuri,2015-08-11,08:38:50,Cash,2482,9,0.23,843.88,2.0
OD4282,Amrish,5,30,Male,Oil & Masala,Spices,West,Tamil Nadu,Viluppuram,2015-10-11,16:16:33,Cash,606,8,0.3,30.3,10.0
OD4283,Muneer,24,33,Male,Beverages,Health Drinks,West,Tamil Nadu,Dindigul,2017-12-06,14:17:56,Ewallet,663,12,0.16,99.45,6.0
OD4284,Willams,48,24,Male,Food Grains,Atta & Flour,West,Tamil Nadu,Ooty,2017-09-25,09:36:45,Ewallet,2470,19,0.25,123.5,1.0
OD4285,Haseena,14,27,Female,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Dindigul,2016-08-27,11:56:00,Cash,1024,27,0.22,430.08,7.0
OD4286,Ramesh,27,39,Male,Food Grains,Rice,West,Tamil Nadu,Virudhunagar,2015-08-09,08:55:53,Ewallet,1423,6,0.15,270.37,9.0
OD4287,Rumaiza,31,19,Female,Bakery,Cakes,West,Tamil Nadu,Cumbum,2016-06-19,14:08:38,Cash,1939,8,0.25,814.38,9.0
OD4288,Malik,22,74,Male,Bakery,Biscuits,West,Tamil Nadu,Salem,2015-09-29,14:17:31,Ewallet,569,14,0.24,147.94,1.0
OD4289,Malik,22,74,Male,Beverages,Soft Drinks,West,Tamil Nadu,Dindigul,2017-12-04,14:33:56,Cash,2043,23,0.23,592.47,8.0
OD4290,Roshan,30,44,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Vellore,2016-12-06,13:15:46,Cash,941,5,0.16,329.35,2.0
OD4291,Krithika,20,52,Female,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Ramanadhapuram,2018-12-28,11:49:31,Ewallet,2315,24,0.17,972.3,5.0
OD4292,Adavan,1,31,Male,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Vellore,2015-09-29,17:35:17,Cash,2499,23,0.24,324.87,5.0
OD4293,Vinne,47,48,Female,Snacks,Noodles,West,Tamil Nadu,Pudukottai,2017-12-29,12:39:52,Cash,2461,28,0.27,1058.23,7.0
OD4294,Peer,25,51,Female,Bakery,Biscuits,West,Tamil Nadu,Ooty,2015-01-27,17:01:49,Ewallet,2370,39,0.13,971.7,10.0
OD4295,Amrish,5,30,Male,Snacks,Cookies,West,Tamil Nadu,Nagercoil,2018-11-25,19:26:53,Ewallet,1657,29,0.28,364.54,7.0
OD4296,Ramesh,27,39,Male,Beverages,Health Drinks,West,Tamil Nadu,Bodi,2015-03-14,19:34:00,Cash,1146,17,0.27,320.88,1.0
OD4297,Krithika,20,52,Female,Beverages,Soft Drinks,West,Tamil Nadu,Theni,2018-06-10,12:36:07,Ewallet,1790,17,0.19,626.5,1.0
OD4298,Muneer,24,33,Male,Beverages,Soft Drinks,West,Tamil Nadu,Dharmapuri,2018-01-29,13:53:35,Ewallet,783,14,0.11,281.88,1.0
OD4299,Peer,25,51,Female,Food Grains,Organic Staples,West,Tamil Nadu,Ramanadhapuram,2017-05-28,10:19:56,Cash,960,34,0.21,192.0,10.0
OD4300,James,17,33,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Chennai,2016-12-27,10:43:31,Cash,1243,41,0.27,372.9,1.0
OD4301,Shah,33,26,Male,Fruits & Veggies,Organic Fruits,West,Tamil Nadu,Viluppuram,2017-11-26,13:29:19,Ewallet,2471,28,0.33,395.36,9.0
OD4302,Alan,4,22,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Karur,2017-11-03,16:05:58,Ewallet,2171,23,0.23,933.53,2.0
OD4303,Arutra,8,34,Female,Oil & Masala,Masalas,West,Tamil Nadu,Tenkasi,2016-12-06,13:37:18,Cash,601,7,0.3,114.19,1.0
OD4304,Yusuf,50,57,Male,Snacks,Noodles,West,Tamil Nadu,Trichy,2015-03-31,15:23:01,Ewallet,1055,11,0.25,369.25,10.0
OD4305,Ravi,28,28,Male,Bakery,Cakes,West,Tamil Nadu,Kanyakumari,2018-09-23,09:00:46,Cash,1312,33,0.24,157.44,7.0
OD4306,Peer,25,51,Female,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Viluppuram,2018-09-15,14:30:46,Ewallet,1268,2,0.26,152.16,8.0
OD4307,Surya,41,40,Male,Fruits & Veggies,Organic Vegetables,West,Tamil Nadu,Viluppuram,2018-03-08,19:19:19,Ewallet,1320,43,0.21,92.4,4.0
OD4308,Alan,4,22,Male,Food Grains,Rice,West,Tamil Nadu,Nagercoil,2017-09-25,14:16:32,Ewallet,2050,4,0.19,348.5,3.0
OD4309,Sabeela,32,56,Female,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Karur,2016-06-25,18:24:49,Cash,1329,16,0.23,106.32,2.0
OD4310,Sheeba,35,78,Female,Food Grains,Organic Staples,West,Tamil Nadu,Bodi,2018-11-06,15:42:37,Cash,1822,6,0.28,255.08,10.0
OD4311,Ravi,28,28,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Ramanadhapuram,2016-06-18,15:08:47,Cash,1014,7,0.19,395.46,7.0
OD4312,Muneer,24,33,Male,Beverages,Health Drinks,West,Tamil Nadu,Coimbatore,2015-03-25,10:53:16,Cash,2137,23,0.25,683.84,10.0
OD4313,Sabeela,32,56,Female,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Theni,2015-03-25,13:09:13,Cash,1951,39,0.27,312.16,9.0
OD4314,Sudha,38,31,Female,Food Grains,Organic Staples,West,Tamil Nadu,Perambalur,2016-04-17,13:15:01,Cash,2173,2,0.25,804.01,1.0
OD4315,Haseena,14,27,Female,Snacks,Cookies,West,Tamil Nadu,Viluppuram,2015-08-05,16:45:04,Cash,1558,2,0.11,233.7,8.0
OD4316,Adavan,1,31,Male,Bakery,Breads & Buns,West,Tamil Nadu,Tenkasi,2018-11-25,13:22:12,Credit card,771,27,0.2,246.72,10.0
OD4317,James,17,33,Male,Snacks,Chocolates,West,Tamil Nadu,Bodi,2017-09-08,11:34:28,Ewallet,2472,11,0.12,1062.96,4.0
OD4318,Komal,19,54,Female,Snacks,Cookies,West,Tamil Nadu,Chennai,2017-07-07,08:19:39,Ewallet,874,15,0.26,305.9,4.0
OD4319,Peer,25,51,Female,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Viluppuram,2015-09-08,16:26:07,Ewallet,786,3,0.35,157.2,1.0
OD4320,Akash,3,36,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Vellore,2016-09-25,15:06:06,Cash,658,36,0.26,65.8,6.0
OD4321,Jonas,18,37,Male,Food Grains,Atta & Flour,West,Tamil Nadu,Nagercoil,2018-11-06,10:49:29,Cash,1797,1,0.16,125.79,10.0
OD4322,Jackson,16,69,Male,Beverages,Health Drinks,West,Tamil Nadu,Tirunelveli,2015-09-21,12:38:43,Cash,1887,33,0.28,434.01,3.0
OD4323,Akash,3,36,Male,Bakery,Cakes,West,Tamil Nadu,Coimbatore,2016-07-26,15:12:18,Cash,563,31,0.1,50.67,9.0
OD4324,Malik,22,74,Male,Oil & Masala,Spices,West,Tamil Nadu,Dindigul,2018-05-05,16:49:20,Cash,2302,20,0.32,644.56,4.0
OD4325,Jackson,16,69,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Coimbatore,2015-04-18,16:46:28,Ewallet,2389,13,0.29,812.26,2.0
OD4326,Amy,6,17,Female,Snacks,Cookies,West,Tamil Nadu,Perambalur,2017-10-30,08:59:49,Cash,618,16,0.21,210.12,10.0
OD4327,Ramesh,27,39,Male,Bakery,Breads & Buns,West,Tamil Nadu,Dharmapuri,2015-08-11,17:14:53,Ewallet,2301,13,0.14,138.06,9.0
OD4328,Ram,26,39,Male,Beverages,Health Drinks,West,Tamil Nadu,Tirunelveli,2017-09-25,18:03:49,Cash,958,32,0.22,373.62,2.0
OD4329,Verma,43,49,Female,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Dharmapuri,2016-02-18,18:10:51,Credit card,1044,10,0.2,281.88,1.0
OD4330,James,17,33,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Virudhunagar,2018-04-17,08:10:01,Cash,744,22,0.22,74.4,10.0
OD4331,Vince,46,40,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Dharmapuri,2016-05-22,14:32:09,Ewallet,1989,20,0.32,676.26,9.0
OD4332,Vinne,47,48,Female,Beverages,Health Drinks,West,Tamil Nadu,Theni,2016-03-19,08:56:59,Cash,562,16,0.28,241.66,1.0
OD4333,Muneer,24,33,Male,Snacks,Chocolates,West,Tamil Nadu,Coimbatore,2018-04-01,18:18:02,Cash,603,12,0.31,108.54,1.0
OD4334,Ganesh,11,44,Male,Food Grains,Rice,West,Tamil Nadu,Tenkasi,2016-12-10,14:05:05,Cash,1075,24,0.17,419.25,7.0
OD4335,Sheeba,35,78,Female,Beverages,Health Drinks,West,Tamil Nadu,Vellore,2017-11-14,19:18:32,Ewallet,2475,12,0.32,272.25,7.0
OD4336,Sharon,34,66,Female,Oil & Masala,Spices,West,Tamil Nadu,Ooty,2017-09-10,15:16:29,Credit card,2398,13,0.34,287.76,10.0
OD4337,Amrish,5,30,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Kanyakumari,2017-06-11,16:33:30,Cash,1593,31,0.24,461.97,10.0
OD4338,Hussain,15,18,Male,Bakery,Biscuits,West,Tamil Nadu,Krishnagiri,2018-11-12,08:22:17,Ewallet,1019,30,0.19,448.36,1.0
OD4339,Ravi,28,28,Male,"Eggs, Meat & Fish",Chicken,West,Tamil Nadu,Bodi,2017-10-07,10:53:43,Cash,799,1,0.35,359.55,3.0
OD4340,Amy,6,17,Female,Bakery,Breads & Buns,West,Tamil Nadu,Ramanadhapuram,2017-03-12,13:29:20,Ewallet,2425,14,0.29,848.75,1.0
OD4341,Esther,10,62,Male,"Eggs, Meat & Fish",Fish,West,Tamil Nadu,Tirunelveli,2015-11-12,12:33:42,Cash,1595,21,0.12,622.05,9.0
OD4342,Sheeba,35,78,Female,Beverages,Soft Drinks,West,Tamil Nadu,Pudukottai,2017-05-27,10:34:43,Cash,2231,18,0.18,468.51,1.0
OD4343,Yusuf,50,57,Male,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Krishnagiri,2015-01-20,08:04:52,Ewallet,2325,26,0.18,813.75,3.0
OD4344,Jonas,18,37,Male,Oil & Masala,Edible Oil & Ghee,West,Tamil Nadu,Coimbatore,2018-05-26,10:44:41,Ewallet,1720,13,0.28,309.6,9.0
OD4345,Sudeep,37,71,Male,Bakery,Biscuits,West,Tamil Nadu,Tenkasi,2017-06-17,16:47:51,Cash,661,19,0.23,52.88,1.0
OD4346,Shah,33,26,Male,Oil & Masala,Spices,West,Tamil Nadu,Vellore,2018-07-21,12:28:31,Cash,2381,31,0.14,333.34,1.0
OD4347,Aditi,2,23,Female,Bakery,Breads & Buns,West,Tamil Nadu,Chennai,2015-09-27,12:09:37,Cash,1101,14,0.18,132.12,9.0
OD4348,Ramesh,27,39,Male,Bakery,Breads & Buns,West,Tamil Nadu,Krishnagiri,2018-11-05,13:18:27,Ewallet,1509,15,0.24,105.63,1.0
OD4349,Harish,13,53,Male,Fruits & Veggies,Fresh Vegetables,West,Tamil Nadu,Karur,2018-06-19,18:01:23,Cash,1135,13,0.16,465.35,2.0
OD4350,Yadav,49,53,Male,Oil & Masala,Spices,West,Tamil Nadu,Nagercoil,2018-12-13,15:37:31,Credit card,1444,12,0.12,563.16,10.0
OD4351,Vinne,47,48,Female,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Vellore,2016-04-17,13:34:29,Ewallet,524,25,0.28,31.44,9.0
OD4352,Arutra,8,34,Female,"Eggs, Meat & Fish",Eggs,West,Tamil Nadu,Chennai,2018-10-30,11:01:09,Credit card,1108,36,0.3,487.52,8.0
OD4353,Adavan,1,31,Male,"Eggs, Meat & Fish",Mutton,West,Tamil Nadu,Theni,2015-05-10,12:50:25,Cash,950,13,0.18,199.5,10.0
OD4354,Ramesh,27,39,Male,Food Grains,Dals & Pulses,West,Tamil Nadu,Salem,2018-08-07,19:10:28,Credit card,1414,12,0.22,452.48,6.0
